frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
2692,  0,  107.640,  0.98,  1, 0.00, 0.00, 0.33, 0.00, 0.00, 1.68, 0.05, 0.00, 0.17, 0.11, 0.01, 0.17, 0.00, 0.00, 1.17, 0.09, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2693,  0,  107.680,  0.98,  1, 0.00, 0.00, 0.44, 0.00, 0.00, 1.95, 0.05, 0.00, 0.06, 0.09, 0.01, 0.51, 0.00, 0.05, 0.75, 0.26, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2694,  0,  107.720,  0.98,  1, 0.00, 0.00, 0.53, 0.00, 0.00, 1.95, 0.00, 0.00, 0.01, 0.09, 0.00, 0.91, 0.00, 0.18, 0.22, 0.47, 0.34, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2695,  0,  107.760,  0.98,  1, 0.00, 0.00, 0.56, 0.00, 0.00, 1.83, 0.00, 0.00, 0.01, 0.00, 0.00, 1.10, 0.00, 0.34, 0.00, 0.56, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2696,  0,  107.800,  0.98,  1, 0.00, 0.00, 0.59, 0.00, 0.00, 1.77, 0.00, 0.00, 0.01, 0.00, 0.00, 1.15, 0.00, 0.44, 0.00, 0.71, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2697,  0,  107.840,  0.98,  1, 0.00, 0.00, 0.56, 0.00, 0.00, 1.69, 0.00, 0.00, 0.00, 0.00, 0.00, 1.18, 0.00, 0.35, 0.00, 1.10, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2698,  0,  107.880,  0.98,  1, 0.00, 0.00, 0.50, 0.00, 0.00, 1.70, 0.06, 0.01, 0.03, 0.00, 0.00, 1.01, 0.06, 0.19, 0.26, 1.77, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2699,  0,  107.920,  0.98,  1, 0.00, 0.00, 0.45, 0.00, 0.00, 1.70, 0.12, 0.01, 0.05, 0.00, 0.00, 0.77, 0.06, 0.04, 0.46, 1.94, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2700,  0,  107.960,  0.98,  1, 0.00, 0.00, 0.34, 0.00, 0.00, 1.73, 0.16, 0.01, 0.08, 0.00, 0.00, 0.49, 0.06, 0.00, 0.62, 1.86, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2701,  0,  108.000,  0.98,  1, 0.00, 0.00, 0.30, 0.00, 0.00, 1.77, 0.10, 0.00, 0.05, 0.00, 0.00, 0.51, 0.00, 0.02, 0.40, 1.23, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2702,  0,  108.040,  0.98,  1, 0.00, 0.00, 0.23, 0.00, 0.00, 1.74, 0.05, 0.00, 0.06, 0.00, 0.00, 0.57, 0.00, 0.05, 0.19, 1.04, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2703,  0,  108.080,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.00, 1.67, 0.00, 0.00, 0.03, 0.00, 0.00, 0.67, 0.00, 0.20, 0.03, 0.87, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2704,  0,  108.120,  0.98,  1, 0.00, 0.00, 0.14, 0.00, 0.00, 1.58, 0.00, 0.00, 0.02, 0.00, 0.00, 0.75, 0.00, 0.34, 0.00, 1.00, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2705,  0,  108.160,  0.98,  1, 0.00, 0.00, 0.14, 0.00, 0.00, 1.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.00, 0.46, 0.00, 0.96, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2706,  0,  108.200,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 0.00, 1.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.75, 0.00, 0.40, 0.00, 0.92, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2707,  0,  108.240,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 0.00, 1.42, 0.00, 0.00, 0.01, 0.00, 0.00, 0.63, 0.00, 0.30, 0.02, 0.69, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2708,  0,  108.280,  0.98,  1, 0.00, 0.00, 0.22, 0.00, 0.00, 1.37, 0.00, 0.00, 0.12, 0.00, 0.00, 0.38, 0.07, 0.15, 0.36, 0.41, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2709,  0,  108.320,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 0.00, 1.38, 0.00, 0.00, 0.23, 0.00, 0.00, 0.21, 0.08, 0.07, 0.74, 0.13, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2710,  0,  108.360,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 1.38, 0.00, 0.00, 0.33, 0.00, 0.00, 0.07, 0.09, 0.00, 1.12, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2711,  0,  108.400,  0.98,  1, 0.00, 0.00, 0.44, 0.00, 0.26, 2.11, 0.10, 0.00, 0.35, 0.04, 0.00, 0.15, 0.01, 0.00, 1.21, 0.00, 0.84, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2712,  0,  108.440,  0.98,  1, 0.00, 0.00, 0.70, 0.00, 0.50, 2.84, 0.18, 0.00, 0.40, 0.12, 0.00, 0.13, 0.03, 0.00, 1.27, 0.05, 1.66, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2713,  0,  108.480,  0.98,  1, 0.00, 0.00, 0.79, 0.00, 0.49, 3.17, 0.18, 0.00, 0.35, 0.12, 0.00, 0.23, 0.02, 0.00, 1.20, 0.05, 2.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2714,  0,  108.520,  0.98,  1, 0.06, 0.00, 0.52, 0.00, 0.24, 2.77, 0.08, 0.00, 0.26, 0.08, 0.00, 0.27, 0.02, 0.02, 1.02, 0.05, 1.39, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2715,  0,  108.560,  0.98,  1, 0.11, 0.00, 0.25, 0.00, 0.00, 2.29, 0.00, 0.00, 0.15, 0.00, 0.00, 0.40, 0.02, 0.04, 0.80, 0.00, 0.74, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2716,  0,  108.600,  0.98,  1, 0.15, 0.00, 0.17, 0.00, 0.00, 2.07, 0.00, 0.00, 0.10, 0.00, 0.00, 0.45, 0.02, 0.20, 0.47, 0.03, 0.40, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2717,  0,  108.640,  0.98,  1, 0.09, 0.00, 0.20, 0.00, 0.00, 1.94, 0.00, 0.00, 0.09, 0.00, 0.00, 0.53, 0.02, 0.29, 0.23, 0.03, 0.21, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2718,  0,  108.680,  0.98,  1, 0.04, 0.00, 0.20, 0.00, 0.00, 1.90, 0.00, 0.00, 0.16, 0.00, 0.03, 0.54, 0.04, 0.33, 0.29, 0.03, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2719,  0,  108.720,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 0.00, 1.87, 0.00, 0.00, 0.28, 0.00, 0.03, 0.45, 0.07, 0.17, 0.71, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2720,  0,  108.760,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 1.82, 0.00, 0.00, 0.38, 0.00, 0.03, 0.32, 0.15, 0.06, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2721,  0,  108.800,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.00, 1.82, 0.00, 0.00, 0.33, 0.02, 0.00, 0.23, 0.12, 0.00, 1.28, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2722,  0,  108.840,  0.98,  1, 0.00, 0.00, 0.11, 0.00, 0.00, 1.69, 0.01, 0.00, 0.32, 0.02, 0.00, 0.18, 0.16, 0.00, 1.33, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2723,  0,  108.880,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 0.00, 1.55, 0.08, 0.00, 0.29, 0.02, 0.00, 0.15, 0.14, 0.00, 1.40, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
2724,  0,  108.920,  0.98,  1, 0.00, 0.00, 0.30, 0.00, 0.00, 1.36, 0.14, 0.06, 0.35, 0.00, 0.00, 0.13, 0.16, 0.00, 1.41, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
2725,  0,  108.960,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.00, 1.44, 0.22, 0.14, 0.38, 0.00, 0.00, 0.16, 0.11, 0.02, 1.42, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
2726,  0,  109.000,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.00, 1.57, 0.22, 0.21, 0.28, 0.00, 0.03, 0.37, 0.10, 0.05, 0.99, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
2727,  0,  109.040,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 0.00, 1.65, 0.16, 0.15, 0.14, 0.00, 0.09, 0.79, 0.10, 0.25, 0.52, 0.50, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
2728,  0,  109.080,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 0.00, 1.76, 0.08, 0.07, 0.00, 0.00, 0.23, 1.14, 0.18, 0.41, 0.03, 0.62, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2729,  0,  109.120,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 0.00, 1.93, 0.00, 0.00, 0.00, 0.00, 0.37, 1.20, 0.24, 0.46, 0.00, 0.49, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2730,  0,  109.160,  0.98,  1, 0.00, 0.00, 0.29, 0.00, 0.00, 2.10, 0.00, 0.00, 0.00, 0.00, 0.46, 1.03, 0.30, 0.34, 0.00, 0.54, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2731,  0,  109.200,  0.98,  1, 0.00, 0.00, 0.35, 0.00, 0.00, 2.14, 0.08, 0.24, 0.00, 0.00, 0.43, 0.71, 0.21, 0.16, 0.14, 0.82, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2732,  0,  109.240,  0.98,  1, 0.00, 0.00, 0.30, 0.00, 0.00, 2.19, 0.10, 0.29, 0.00, 0.02, 0.41, 0.58, 0.31, 0.08, 0.14, 0.85, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2733,  0,  109.280,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 0.00, 1.97, 0.10, 0.33, 0.00, 0.04, 0.53, 0.67, 0.29, 0.23, 0.14, 0.79, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2734,  0,  109.320,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.00, 2.01, 0.02, 0.08, 0.00, 0.04, 0.66, 0.99, 0.32, 0.47, 0.00, 0.39, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2735,  0,  109.360,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 1.88, 0.00, 0.03, 0.01, 0.02, 0.83, 1.21, 0.13, 0.72, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2736,  0,  109.400,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 1.98, 0.00, 0.00, 0.01, 0.03, 0.85, 1.25, 0.18, 0.77, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2737,  0,  109.440,  0.98,  1, 0.00, 0.00, 0.00, 0.09, 0.00, 2.04, 0.00, 0.00, 0.00, 0.11, 0.92, 1.37, 0.32, 0.80, 0.00, 0.27, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2738,  0,  109.480,  0.98,  1, 0.00, 0.00, 0.27, 0.09, 0.13, 2.74, 0.12, 0.04, 0.02, 0.24, 0.97, 1.43, 0.41, 0.71, 0.00, 0.21, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2739,  0,  109.520,  0.98,  1, 0.00, 0.00, 0.44, 0.05, 0.13, 3.21, 0.12, 0.04, 0.04, 0.29, 0.99, 1.52, 0.30, 0.57, 0.00, 0.21, 1.41, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2740,  0,  109.560,  0.98,  1, 0.00, 0.00, 0.62, 0.00, 0.13, 3.55, 0.12, 0.04, 0.05, 0.28, 0.99, 1.53, 0.20, 0.43, 0.00, 0.19, 2.34, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
2741,  0,  109.600,  0.98,  1, 0.00, 0.00, 0.51, 0.00, 0.04, 3.39, 0.07, 0.00, 0.09, 0.26, 0.90, 1.55, 0.18, 0.42, 0.00, 0.15, 2.29, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
2742,  0,  109.640,  0.98,  1, 0.00, 0.00, 0.43, 0.00, 0.06, 3.43, 0.19, 0.00, 0.10, 0.31, 0.95, 1.53, 0.26, 0.43, 0.00, 0.08, 1.73, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2743,  0,  109.680,  0.98,  1, 0.00, 0.00, 0.30, 0.00, 0.06, 3.26, 0.19, 0.00, 0.09, 0.41, 0.95, 1.47, 0.34, 0.52, 0.00, 0.03, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2744,  0,  109.720,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.02, 2.92, 0.15, 0.00, 0.03, 0.34, 0.97, 1.43, 0.31, 0.64, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2745,  0,  109.760,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.00, 2.64, 0.04, 0.00, 0.00, 0.27, 0.91, 1.42, 0.31, 0.77, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2746,  0,  109.800,  0.98,  1, 0.00, 0.00, 0.07, 0.00, 0.00, 2.52, 0.04, 0.00, 0.00, 0.11, 0.91, 1.46, 0.28, 0.81, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2747,  0,  109.840,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 2.53, 0.03, 0.00, 0.00, 0.09, 0.94, 1.47, 0.33, 0.76, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2748,  0,  109.880,  0.98,  1, 0.00, 0.00, 0.03, 0.00, 0.00, 2.56, 0.03, 0.00, 0.00, 0.12, 0.70, 1.17, 0.37, 0.55, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2749,  0,  109.920,  0.98,  1, 0.00, 0.08, 0.04, 0.00, 0.00, 2.61, 0.09, 0.00, 0.00, 0.12, 0.46, 0.76, 0.24, 0.29, 0.07, 0.38, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2750,  0,  109.960,  0.98,  1, 0.00, 0.08, 0.02, 0.00, 0.00, 2.63, 0.15, 0.00, 0.00, 0.09, 0.17, 0.40, 0.14, 0.06, 0.15, 0.57, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2751,  0,  110.000,  0.98,  1, 0.00, 0.12, 0.05, 0.00, 0.00, 2.52, 0.21, 0.00, 0.00, 0.00, 0.11, 0.32, 0.00, 0.00, 0.35, 0.89, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2752,  0,  110.040,  0.98,  1, 0.00, 0.05, 0.03, 0.00, 0.00, 2.57, 0.21, 0.04, 0.00, 0.00, 0.05, 0.25, 0.00, 0.00, 0.50, 1.06, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2753,  0,  110.080,  0.98,  1, 0.10, 0.06, 0.10, 0.00, 0.00, 2.53, 0.15, 0.11, 0.00, 0.00, 0.01, 0.16, 0.00, 0.00, 0.60, 1.27, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2754,  0,  110.120,  0.98,  1, 0.35, 0.10, 0.13, 0.01, 0.00, 2.48, 0.07, 0.24, 0.00, 0.00, 0.02, 0.13, 0.00, 0.00, 0.52, 1.23, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2755,  0,  110.160,  0.98,  1, 0.56, 0.19, 0.20, 0.01, 0.00, 2.23, 0.00, 0.31, 0.00, 0.00, 0.04, 0.16, 0.00, 0.00, 0.53, 1.27, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2756,  0,  110.200,  0.98,  1, 0.87, 0.35, 0.13, 0.16, 0.00, 2.21, 0.00, 0.44, 0.00, 0.00, 0.13, 0.21, 0.00, 0.00, 0.54, 1.32, 0.07, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2757,  0,  110.240,  0.98,  1, 1.09, 0.38, 0.16, 0.16, 0.00, 2.28, 0.00, 0.45, 0.00, 0.00, 0.22, 0.26, 0.00, 0.00, 0.55, 1.39, 0.21, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2758,  0,  110.280,  0.98,  1, 1.28, 0.36, 0.19, 0.21, 0.00, 2.31, 0.00, 0.47, 0.00, 0.00, 0.27, 0.44, 0.00, 0.00, 0.47, 1.35, 0.24, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2759,  0,  110.320,  0.98,  1, 1.30, 0.27, 0.22, 0.07, 0.00, 2.14, 0.00, 0.42, 0.00, 0.00, 0.24, 0.70, 0.00, 0.11, 0.33, 1.32, 0.25, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2760,  0,  110.360,  0.98,  1, 1.27, 0.26, 0.19, 0.05, 0.00, 2.01, 0.00, 0.40, 0.00, 0.00, 0.21, 0.87, 0.02, 0.23, 0.25, 1.36, 0.14, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2761,  0,  110.400,  0.98,  1, 1.20, 0.19, 0.10, 0.00, 0.00, 2.07, 0.00, 0.31, 0.00, 0.04, 0.55, 1.18, 0.02, 0.57, 0.12, 1.23, 0.23, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
