frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
3573,  0,  132.296,  0.98,  1, 0.14, 0.04, 0.11, 0.12, 0.00, 1.66, 0.01, 0.00, 0.18, 0.00, 0.32, 0.36, 0.06, 0.16, 0.46, 0.14, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3574,  0,  132.333,  0.98,  1, 0.17, 0.04, 0.09, 0.04, 0.00, 1.67, 0.04, 0.00, 0.22, 0.00, 0.25, 0.27, 0.06, 0.15, 0.48, 0.07, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3575,  0,  132.370,  0.98,  1, 0.11, 0.03, 0.06, 0.00, 0.00, 1.65, 0.02, 0.00, 0.23, 0.00, 0.25, 0.16, 0.02, 0.10, 0.66, 0.09, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3576,  0,  132.407,  0.98,  1, 0.05, 0.00, 0.11, 0.08, 0.00, 1.58, 0.02, 0.10, 0.28, 0.00, 0.18, 0.05, 0.00, 0.04, 1.03, 0.32, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3577,  0,  132.444,  0.98,  1, 0.03, 0.01, 0.14, 0.08, 0.00, 1.53, 0.01, 0.20, 0.30, 0.00, 0.08, 0.01, 0.00, 0.02, 1.23, 0.88, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3578,  0,  132.481,  0.98,  1, 0.03, 0.01, 0.12, 0.11, 0.00, 1.69, 0.01, 0.20, 0.40, 0.00, 0.02, 0.23, 0.23, 0.39, 0.93, 1.26, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3579,  0,  132.519,  0.98,  1, 0.05, 0.01, 0.05, 0.03, 0.00, 1.95, 0.01, 0.10, 0.43, 0.00, 0.00, 0.56, 0.45, 0.83, 0.40, 1.30, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3580,  0,  132.556,  0.98,  1, 0.01, 0.05, 0.00, 0.03, 0.00, 2.21, 0.00, 0.01, 0.48, 0.00, 0.00, 0.73, 0.63, 1.06, 0.00, 1.18, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3581,  0,  132.593,  0.98,  1, 0.01, 0.05, 0.01, 0.00, 0.00, 2.16, 0.00, 0.02, 0.41, 0.00, 0.00, 0.59, 0.49, 0.73, 0.27, 1.21, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3582,  0,  132.630,  0.98,  1, 0.03, 0.06, 0.06, 0.01, 0.00, 1.98, 0.00, 0.04, 0.32, 0.00, 0.00, 0.26, 0.28, 0.30, 0.63, 1.29, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
3583,  0,  132.667,  0.98,  1, 0.07, 0.05, 0.10, 0.01, 0.00, 1.87, 0.00, 0.05, 0.26, 0.00, 0.01, 0.10, 0.09, 0.06, 1.01, 1.05, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3584,  0,  132.704,  0.98,  1, 0.09, 0.05, 0.16, 0.02, 0.00, 1.89, 0.02, 0.05, 0.21, 0.00, 0.08, 0.13, 0.00, 0.01, 0.99, 0.81, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3585,  0,  132.741,  0.98,  1, 0.16, 0.03, 0.17, 0.01, 0.00, 1.79, 0.02, 0.04, 0.13, 0.00, 0.15, 0.29, 0.00, 0.00, 0.70, 0.60, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3586,  0,  132.778,  0.98,  1, 0.25, 0.09, 0.20, 0.01, 0.00, 1.77, 0.02, 0.02, 0.04, 0.00, 0.22, 0.56, 0.00, 0.00, 0.32, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3587,  0,  132.815,  0.98,  1, 0.37, 0.18, 0.18, 0.00, 0.00, 1.75, 0.00, 0.00, 0.00, 0.00, 0.32, 0.71, 0.00, 0.00, 0.07, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3588,  0,  132.852,  0.98,  1, 0.40, 0.27, 0.18, 0.00, 0.00, 1.90, 0.00, 0.00, 0.00, 0.00, 0.34, 0.76, 0.00, 0.00, 0.07, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3589,  0,  132.889,  0.98,  1, 0.40, 0.24, 0.22, 0.00, 0.00, 1.93, 0.00, 0.02, 0.02, 0.00, 0.36, 0.70, 0.00, 0.00, 0.24, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3590,  0,  132.926,  0.98,  1, 0.37, 0.21, 0.19, 0.00, 0.00, 1.99, 0.00, 0.03, 0.06, 0.00, 0.31, 0.56, 0.00, 0.00, 0.48, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3591,  0,  132.963,  0.98,  1, 0.31, 0.15, 0.18, 0.00, 0.00, 2.11, 0.00, 0.03, 0.14, 0.00, 0.31, 0.38, 0.00, 0.00, 0.72, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3592,  0,  133.000,  0.98,  1, 0.30, 0.15, 0.13, 0.00, 0.00, 2.22, 0.00, 0.03, 0.21, 0.00, 0.26, 0.15, 0.00, 0.00, 0.89, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3593,  0,  133.037,  0.98,  1, 0.36, 0.16, 0.15, 0.00, 0.00, 2.28, 0.00, 0.02, 0.27, 0.00, 0.21, 0.04, 0.00, 0.00, 1.12, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3594,  0,  133.074,  0.98,  1, 0.38, 0.16, 0.16, 0.00, 0.00, 2.19, 0.01, 0.02, 0.28, 0.00, 0.21, 0.05, 0.00, 0.00, 1.13, 0.27, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3595,  0,  133.111,  0.98,  1, 0.39, 0.15, 0.09, 0.00, 0.00, 1.92, 0.01, 0.05, 0.26, 0.00, 0.28, 0.29, 0.00, 0.01, 0.78, 0.20, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
3596,  0,  133.148,  0.98,  1, 0.33, 0.09, 0.06, 0.00, 0.00, 1.60, 0.01, 0.07, 0.23, 0.00, 0.36, 0.52, 0.00, 0.01, 0.34, 0.11, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3597,  0,  133.185,  0.98,  1, 0.31, 0.06, 0.00, 0.00, 0.00, 1.41, 0.00, 0.07, 0.22, 0.00, 0.36, 0.69, 0.00, 0.01, 0.02, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3598,  0,  133.222,  0.98,  1, 0.25, 0.11, 0.00, 0.00, 0.00, 1.49, 0.00, 0.02, 0.23, 0.00, 0.28, 0.75, 0.00, 0.11, 0.02, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3599,  0,  133.259,  0.98,  1, 0.20, 0.17, 0.00, 0.00, 0.00, 1.54, 0.00, 0.00, 0.25, 0.00, 0.14, 0.83, 0.00, 0.27, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3600,  0,  133.296,  0.98,  1, 0.12, 0.20, 0.00, 0.01, 0.00, 1.54, 0.00, 0.00, 0.22, 0.00, 0.06, 0.97, 0.05, 0.47, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3601,  0,  133.333,  0.98,  1, 0.05, 0.10, 0.00, 0.07, 0.00, 1.38, 0.00, 0.00, 0.20, 0.00, 0.02, 1.02, 0.11, 0.54, 0.00, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3602,  0,  133.370,  0.98,  1, 0.00, 0.02, 0.00, 0.07, 0.00, 1.35, 0.00, 0.00, 0.16, 0.00, 0.02, 1.05, 0.16, 0.59, 0.00, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3603,  0,  133.407,  0.98,  1, 0.00, 0.00, 0.00, 0.16, 0.00, 1.29, 0.00, 0.00, 0.16, 0.00, 0.00, 1.00, 0.17, 0.56, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3604,  0,  133.444,  0.98,  1, 0.00, 0.00, 0.00, 0.10, 0.00, 1.37, 0.00, 0.00, 0.17, 0.00, 0.00, 0.93, 0.20, 0.58, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3605,  0,  133.481,  0.98,  1, 0.00, 0.00, 0.00, 0.10, 0.00, 1.44, 0.00, 0.00, 0.20, 0.00, 0.00, 0.81, 0.25, 0.59, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3606,  0,  133.519,  0.98,  1, 0.00, 0.00, 0.00, 0.08, 0.00, 1.61, 0.00, 0.00, 0.23, 0.00, 0.00, 0.68, 0.34, 0.64, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3607,  0,  133.556,  0.98,  1, 0.00, 0.00, 0.00, 0.15, 0.00, 1.77, 0.00, 0.00, 0.24, 0.00, 0.00, 0.58, 0.42, 0.67, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3608,  0,  133.593,  0.98,  1, 0.00, 0.00, 0.00, 0.24, 0.00, 1.71, 0.00, 0.00, 0.21, 0.00, 0.00, 0.55, 0.48, 0.67, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3609,  0,  133.630,  0.98,  1, 0.00, 0.00, 0.00, 0.20, 0.00, 1.61, 0.00, 0.00, 0.19, 0.00, 0.00, 0.54, 0.48, 0.68, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3610,  0,  133.667,  0.98,  1, 0.00, 0.04, 0.00, 0.28, 0.00, 1.40, 0.00, 0.00, 0.20, 0.00, 0.00, 0.49, 0.47, 0.68, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3611,  0,  133.704,  0.98,  1, 0.00, 0.11, 0.00, 0.30, 0.00, 1.44, 0.00, 0.00, 0.21, 0.00, 0.00, 0.45, 0.45, 0.68, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3612,  0,  133.741,  0.98,  1, 0.01, 0.18, 0.00, 0.38, 0.00, 1.39, 0.00, 0.00, 0.22, 0.00, 0.00, 0.36, 0.41, 0.65, 0.00, 0.01, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3613,  0,  133.778,  0.98,  1, 0.06, 0.14, 0.03, 0.34, 0.00, 1.49, 0.00, 0.00, 0.20, 0.00, 0.00, 0.30, 0.28, 0.48, 0.00, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3614,  0,  133.815,  0.98,  1, 0.12, 0.11, 0.07, 0.42, 0.00, 1.46, 0.00, 0.00, 0.16, 0.00, 0.04, 0.19, 0.15, 0.32, 0.18, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3615,  0,  133.852,  0.98,  1, 0.19, 0.07, 0.14, 0.53, 0.00, 1.59, 0.00, 0.00, 0.13, 0.00, 0.12, 0.13, 0.03, 0.14, 0.41, 0.42, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3616,  0,  133.889,  0.98,  1, 0.22, 0.12, 0.12, 0.61, 0.00, 1.66, 0.00, 0.00, 0.12, 0.00, 0.22, 0.17, 0.00, 0.11, 0.67, 0.51, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3617,  0,  133.926,  0.98,  1, 0.28, 0.09, 0.16, 0.57, 0.00, 1.72, 0.00, 0.00, 0.12, 0.00, 0.30, 0.23, 0.00, 0.06, 0.72, 0.49, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3618,  0,  133.963,  0.98,  1, 0.26, 0.06, 0.14, 0.45, 0.00, 1.69, 0.00, 0.00, 0.15, 0.00, 0.34, 0.31, 0.00, 0.08, 0.70, 0.48, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3619,  0,  134.000,  0.98,  1, 0.22, 0.02, 0.19, 0.29, 0.00, 1.68, 0.00, 0.00, 0.16, 0.00, 0.32, 0.30, 0.00, 0.06, 0.74, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3620,  0,  134.037,  0.98,  1, 0.22, 0.08, 0.17, 0.21, 0.00, 1.67, 0.00, 0.00, 0.17, 0.00, 0.27, 0.30, 0.00, 0.04, 0.74, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3621,  0,  134.074,  0.98,  1, 0.25, 0.08, 0.16, 0.17, 0.00, 1.78, 0.00, 0.00, 0.15, 0.00, 0.16, 0.32, 0.00, 0.00, 0.82, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3622,  0,  134.111,  0.98,  1, 0.29, 0.08, 0.12, 0.22, 0.00, 1.79, 0.00, 0.00, 0.11, 0.00, 0.10, 0.30, 0.00, 0.01, 0.73, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3623,  0,  134.148,  0.98,  1, 0.26, 0.08, 0.11, 0.17, 0.00, 1.74, 0.00, 0.00, 0.06, 0.00, 0.03, 0.34, 0.00, 0.01, 0.70, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3624,  0,  134.185,  0.98,  1, 0.22, 0.11, 0.14, 0.20, 0.00, 1.61, 0.00, 0.00, 0.03, 0.00, 0.03, 0.40, 0.00, 0.01, 0.60, 0.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3625,  0,  134.222,  0.98,  1, 0.19, 0.11, 0.15, 0.12, 0.00, 1.64, 0.01, 0.00, 0.02, 0.00, 0.08, 0.53, 0.00, 0.00, 0.47, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3626,  0,  134.259,  0.98,  1, 0.18, 0.03, 0.11, 0.18, 0.00, 1.57, 0.01, 0.00, 0.01, 0.00, 0.19, 0.63, 0.00, 0.00, 0.36, 0.81, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3627,  0,  134.296,  0.98,  1, 0.20, 0.00, 0.09, 0.13, 0.00, 1.54, 0.01, 0.00, 0.00, 0.00, 0.29, 0.80, 0.00, 0.09, 0.16, 0.74, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3628,  0,  134.333,  0.98,  1, 0.15, 0.00, 0.04, 0.14, 0.00, 1.53, 0.00, 0.00, 0.02, 0.00, 0.29, 0.89, 0.00, 0.18, 0.10, 0.59, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3629,  0,  134.370,  0.98,  1, 0.13, 0.00, 0.04, 0.16, 0.00, 1.62, 0.00, 0.00, 0.02, 0.00, 0.28, 0.94, 0.00, 0.27, 0.00, 0.49, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3630,  0,  134.407,  0.98,  1, 0.05, 0.00, 0.00, 0.26, 0.00, 1.70, 0.00, 0.00, 0.02, 0.00, 0.27, 0.90, 0.00, 0.27, 0.00, 0.62, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3631,  0,  134.444,  0.98,  1, 0.09, 0.00, 0.00, 0.28, 0.00, 1.53, 0.00, 0.00, 0.02, 0.00, 0.19, 0.79, 0.00, 0.38, 0.00, 0.67, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3632,  0,  134.481,  0.98,  1, 0.09, 0.00, 0.02, 0.20, 0.00, 1.42, 0.00, 0.00, 0.05, 0.00, 0.09, 0.64, 0.06, 0.39, 0.00, 0.70, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3633,  0,  134.519,  0.98,  1, 0.10, 0.00, 0.06, 0.08, 0.00, 1.34, 0.00, 0.00, 0.09, 0.00, 0.00, 0.43, 0.08, 0.38, 0.13, 0.59, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3634,  0,  134.556,  0.98,  1, 0.06, 0.00, 0.06, 0.04, 0.00, 1.57, 0.00, 0.00, 0.14, 0.00, 0.00, 0.23, 0.08, 0.18, 0.40, 0.59, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3635,  0,  134.593,  0.98,  1, 0.04, 0.00, 0.06, 0.04, 0.00, 1.76, 0.00, 0.00, 0.18, 0.00, 0.00, 0.08, 0.03, 0.07, 0.68, 0.57, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3636,  0,  134.630,  0.98,  1, 0.11, 0.00, 0.07, 0.01, 0.00, 2.02, 0.00, 0.00, 0.22, 0.00, 0.00, 0.01, 0.00, 0.00, 0.93, 0.60, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3637,  0,  134.667,  0.98,  1, 0.13, 0.02, 0.07, 0.00, 0.00, 2.07, 0.00, 0.00, 0.21, 0.00, 0.02, 0.09, 0.00, 0.00, 0.91, 0.63, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3638,  0,  134.704,  0.98,  1, 0.16, 0.06, 0.05, 0.00, 0.00, 1.98, 0.00, 0.00, 0.17, 0.00, 0.02, 0.26, 0.00, 0.00, 0.81, 0.63, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3639,  0,  134.741,  0.98,  1, 0.17, 0.09, 0.01, 0.00, 0.00, 1.73, 0.00, 0.00, 0.08, 0.00, 0.04, 0.38, 0.00, 0.02, 0.51, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3640,  0,  134.778,  0.98,  1, 0.22, 0.10, 0.00, 0.00, 0.00, 1.54, 0.00, 0.00, 0.02, 0.00, 0.07, 0.52, 0.00, 0.02, 0.27, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3641,  0,  134.815,  0.98,  1, 0.33, 0.09, 0.02, 0.02, 0.00, 1.57, 0.00, 0.01, 0.00, 0.00, 0.21, 0.58, 0.00, 0.02, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3642,  0,  134.852,  0.98,  1, 0.43, 0.12, 0.04, 0.03, 0.00, 1.52, 0.00, 0.02, 0.00, 0.00, 0.29, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
